case_id,paper_id,material_type,condition_original,target_formula_or_system,phase_or_prototype,space_group_symbol,space_group_number,pressure_GPa,temperature_K,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,atomic_positions_status,soc_or_relativistic,strain_or_doping,source_kind,evidence_location,evidence_snippet,confidence,mismatch_flags,recommended_next_step
lam079,1068413857002684417,hydride,Ca2IrH6 at 20 GPa,Ca2IrH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam080,1068413857002684417,hydride,Ca2RhH6 at 20 GPa,Ca2RhH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam081,1068413857002684417,hydride,Mg2CoH6 at 20 GPa,Mg2CoH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_current_structure_sg_mismatch:P-1->target Fm-3m|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam082,1068413857002684417,hydride,Mg2IrH6 at 20 GPa,Mg2IrH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam083,1068413857002684417,hydride,Mg2RhH6 at 20 GPa,Mg2RhH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam084,1068413857002684417,hydride,Sr2CoH6 at 20 GPa,Sr2CoH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam085,1068413857002684417,hydride,Sr2IrH6 at 20 GPa,Sr2IrH6,K2PtCl6-type / cubic antifluorite X2MH6; fcc MH6 octahedra; X at cation sites,Fm-3m,225,20,0,,,,90,90,90,"proto-only: Fm-3m motif; repo hint gives M(0,0,0), X(1/4,1/4,1/4), H about (0.24,0,0); exact lattice not in LKM markdown",not reported; no SOC target,"site substitution within X=Mg/Ca/Sr/Ba, M=Co/Rh/Ir series",repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1068413857002684417.md:35,X2MH6 described as face-centred cubic with MH6 octahedral structural units; all target rows at 20 GPa.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam086,1096665832190115840,hydride,"La2Pt2H13, 20 GPa",La2Pt2H13,La-Pt-H ternary; Table I phase P1,P1,1,20,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,Table I lists La2Pt2H13 phase P1 at 20 GPa;,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam087,1096665832190115840,hydride,"LaPt2H7, 20 GPa",LaPt2H7,La-Pt-H ternary; Table I phase P1,P1,1,20,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,Table I lists LaPt2H7 phase P1 at 20 GPa;,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam088,1096665832190115840,hydride,"LaPt3H9, 20 GPa",LaPt3H9,La-Pt-H ternary; Table I phase P1,P1,1,20,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,Table I lists LaPt3H9 phase P1 at 20 GPa;,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam089,1096665832190115840,hydride,"LaPtH5, 20 GPa",LaPtH5,La-Pt-H ternary; Table I phase C2/m,C2/m,12,20,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,Table I lists LaPtH5 phase C2/m at 20 GPa;,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam090,1096665832190115840,hydride,"LaPtH6, 0 GPa",LaPtH6,trigonal LaPtH6 with PtH6 octahedra and H3 triangular units,R-3m,166,0,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,"Table I lists LaPtH6 phase R-3m at 20 GPa; RH=2.23 A, RH3=2.43 A at 0 GPa",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam091,1096665832190115840,hydride,"LaPtH6, 20 GPa",LaPtH6,trigonal LaPtH6 with PtH6 octahedra and H3 triangular units,R-3m,166,20,0,,,,,,,phase/prototype only: CIF/atomic coordinates referenced as supplemental but not present in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/1096665832190115840.md:59-67,"Table I lists LaPtH6 phase R-3m at 20 GPa; RH=1.87 A, RH3=2.55 A at 20 GPa",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam092,811682811466481665,hydride,"I4_1/amd H, 480 GPa, mu*=0.10",H (monatomic metallic hydrogen),Cs-IV / beta-Sn-type monatomic metallic hydrogen,I4_1/amd,141,480,0,,,,90,90,90,proto-only: optimized cell/positions discussed; LKM markdown has c/a trend figure but no numeric lattice constants or fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/811682811466481665.md:56-64,Cell volume and atomic positions fully optimized; Cs-IV I4_1/amd dynamically stable up to 802 GPa; table gives lambda by pressure.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam093,811682811466481665,hydride,"I4_1/amd H, 539 GPa, mu*=0.10",H (monatomic metallic hydrogen),Cs-IV / beta-Sn-type monatomic metallic hydrogen,I4_1/amd,141,539,0,,,,90,90,90,proto-only: optimized cell/positions discussed; LKM markdown has c/a trend figure but no numeric lattice constants or fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/811682811466481665.md:56-64,Cell volume and atomic positions fully optimized; Cs-IV I4_1/amd dynamically stable up to 802 GPa; table gives lambda by pressure.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam094,811682811466481665,hydride,"I4_1/amd H, 608 GPa, mu*=0.10",H (monatomic metallic hydrogen),Cs-IV / beta-Sn-type monatomic metallic hydrogen,I4_1/amd,141,608,0,,,,90,90,90,proto-only: optimized cell/positions discussed; LKM markdown has c/a trend figure but no numeric lattice constants or fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/811682811466481665.md:56-64,Cell volume and atomic positions fully optimized; Cs-IV I4_1/amd dynamically stable up to 802 GPa; table gives lambda by pressure.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam095,811682811466481665,hydride,"I4_1/amd H, 802 GPa, mu*=0.10",H (monatomic metallic hydrogen),Cs-IV / beta-Sn-type monatomic metallic hydrogen,I4_1/amd,141,802,0,,,,90,90,90,proto-only: optimized cell/positions discussed; LKM markdown has c/a trend figure but no numeric lattice constants or fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/811682811466481665.md:56-64,Cell volume and atomic positions fully optimized; Cs-IV I4_1/amd dynamically stable up to 802 GPa; table gives lambda by pressure.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam096,812042380692684801,hydride,FC34 (fluorine in C28 cage),FC34 (F interstitial carbon clathrate C34),type-II fcc carbon clathrate; F in C28 cage center,Fd-3m,227,0,0,9.712,9.712,9.712,90,90,90,partial: F at center of largest C28 cage; full C framework coordinates not in LKM markdown,not reported; no SOC target,F interstitial / hole-doped carbon clathrate; not a hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/812042380692684801.md:21-25,C34 is fcc Fd3m; FC34 lattice parameter a=9.712 A after F insertion.,medium,material_type_hydride_but_no_hydrogen|repo_structure_absent,Treat as non-hydride data issue or keep as carbon-clathrate benchmark with full C34 coordinates from source/supplement.
lam097,812509483795218435,hydride,"S0.5P0.5H3, Imma, 200 GPa",S0.5P0.5H3,orthorhombic H3S-derived ordered S/P alloy,Imma,74,200,0,2.902,4.153,8.304,90,90,90,"full: Table 1 gives fractional coordinates for S1, P1, H1-H5",not reported; no SOC target,P substitution in H3S-derived alloy; ordered S0.5P0.5H3,lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/812509483795218435.md:77-127,"Table 1 lists S0.5P0.5H3 (Imma), 200 GPa, lattice and fractional coordinates.",high,repo_structure_absent,Build from Table 1 coordinates; verify ordering/symmetry before DFPT.
lam098,812509483795218435,hydride,"S0.75P0.25H3, Immm, 200 GPa",S0.75P0.25H3,orthorhombic H3S-derived ordered S/P alloy,Immm,71,200,0,8.557,2.964,4.232,90,90,90,"full: Table 1 gives fractional coordinates for S1/S2, P1, H1-H5",not reported; no SOC target,P substitution in H3S-derived alloy; ordered S0.75P0.25H3,lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/812509483795218435.md:77-127,"Table 1 lists S0.75P0.25H3 (Immm), 200 GPa, lattice and fractional coordinates.",high,repo_structure_absent,Build from Table 1 coordinates; verify ordering/symmetry before DFPT.
lam099,812581407606964224,hydride,(single),Mg0.5Ca0.5H6,sodalite-like clathrate hexahydride; H24 cage; bcc metal sublattice,Im-3m,229,200,0,3.3215,3.3215,3.3215,90,90,90,"lattice+prototype only: paper says atomic coordinates are in supplemental material, not LKM markdown",not reported; no SOC target,Mg/Ca substitution alloy at x=0.5 from cluster expansion,repo_hint+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/812581407606964224.md:118-122,"Mg0.5Ca0.5H6 adopts Im-3m, a=3.3215 A at 200 GPa; coordinates in supplement.",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam100,813087272097284096,hydride,"FeH5, I4/mmm, 130 GPa",FeH5,tetragonal FeH5 with puckered hydrogen honeycomb layers and Fe/H slabs,I4/mmm,139,130,0,,,,90,90,90,partial: H Wyckoff positions 4c/4e/8g/4c reported; lattice constants and Fe site not in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813087272097284096.md:17-19,"FeH5 has tetragonal I4/mmm; H positions predicted from theory; lambda=1.13, omega_ln=614 K at 130 GPa",medium,repo_current_structure_sg_mismatch:Cmmm->target I4/mmm|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam101,813087272097284096,hydride,"FeH5, I4/mmm, 200 GPa",FeH5,tetragonal FeH5 with puckered hydrogen honeycomb layers and Fe/H slabs,I4/mmm,139,200,0,,,,90,90,90,partial: H Wyckoff positions 4c/4e/8g/4c reported; lattice constants and Fe site not in LKM markdown,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813087272097284096.md:17-19,FeH5 has tetragonal I4/mmm; H positions predicted from theory; compressed FeH5 remains I4/mmm target; lambda=1.10 at 200 GPa,medium,repo_current_structure_sg_mismatch:Cmmm->target I4/mmm|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam102,813179722505650176,hydride,"A15 GeH3, r_s=1.52 (~180 GPa)",GeH3,A15 GeH3; simple cubic Ge bcc sublattice plus orthogonal H chains,Pm-3n,223,~180,0,,,,90,90,90,proto-only: A15 prototype described; lattice/coordinates not numerically listed in LKM markdown,not reported; no SOC target,r_s=1.52 density condition,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813179722505650176.md:29-33,"At r_s=1.52 (~180 GPa), A15, P4_2/mmc and Cccm GeH3 are compared.",medium,repo_current_structure_sg_mismatch:Pm->target Pm-3n|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam103,813179722505650176,hydride,"Cccm GeH3, r_s=1.52 (~180 GPa)",GeH3,Cccm GeH3 distortion of A15,Cccm,66,~180,0,4.718,4.292,3.014,90,90,90,"full: Ge 4e (0.25,0.25,0.0); H 4b (0,0.5,0.25), H 8l (0.1043,0.8726,0.0)",not reported; no SOC target,r_s=1.52 density condition,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813179722505650176.md:29-33,Fig. 1 caption gives Cccm lattice and fractional coordinates at r_s=1.52.,high,repo_current_structure_sg_mismatch:Pm->target Cccm|repo_structure_is_openlam_candidate_not_ground_truth,Build directly from Fig. 1 coordinates; verify conventional setting.
lam104,813179722505650176,hydride,"P4_2/mmc GeH3, r_s=1.52 (~180 GPa)",GeH3,P4_2/mmc GeH3 tetragonal distortion of A15,P4_2/mmc,131,~180,0,3.033,3.033,3.318,90,90,90,"full: Ge 2c (0,0.5,0), H 2e (0,0,0.25), H 4k (0.2244,0.5,0.5)",not reported; no SOC target,r_s=1.52 density condition,repo_lkm_structure+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813179722505650176.md:29-33,Fig. 1 caption gives P4_2/mmc lattice and fractional coordinates at r_s=1.52.,high,,Build directly from Fig. 1 coordinates; verify conventional setting.
lam105,813198240718520323,hydride,AlH3 Pm-3n 73 GPa,AlH3,cubic metallic A15-like AlH3,Pm-3n,223,73,0,,,,90,90,90,"partial: Al 2a (0,0,0), H 6c (0.25,0,0.5); exact a at 73 GPa not in LKM markdown (table gives a=3.1685 at 80 GPa)",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/813198240718520323.md:57-60,Inset gives Pm-3n No.223 positions; Table III gives lambda=0.591 at 73 GPa.,medium,repo_current_structure_sg_mismatch:Cmcm->target Pm-3n|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam106,814544077151272962,hydride,SrAu2Si2 (I4/mmm),INVALID: condition SrAu2Si2; paper is H5S2 sulfur hydride,no valid hydride target for this case_id as written,,,,,,,,,,,none: condition is not in the cited H5S2 paper graph/markdown,not applicable,,repo_reference+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814544077151272962.md:10-34,"Paper is H5S2 sulfur hydride; reference condition is SrAu-Si intermetallic, so structure target is cross-family.",low,condition_material_description_inconsistent|same_paper_id_condition_suspected_cross_family|condition_is_not_hydride,Remove from hydride set or repair paper_id/material_type/condition using the original SrAu-Si source.
lam107,814544077151272962,hydride,SrAuSi3 (I4mm),INVALID: condition SrAuSi3; paper is H5S2 sulfur hydride,no valid hydride target for this case_id as written,,,,,,,,,,,none: condition is not in the cited H5S2 paper graph/markdown,not applicable,,repo_reference+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814544077151272962.md:10-34,"Paper is H5S2 sulfur hydride; reference condition is SrAu-Si intermetallic, so structure target is cross-family.",low,condition_material_description_inconsistent|same_paper_id_condition_suspected_cross_family|condition_is_not_hydride,Remove from hydride set or repair paper_id/material_type/condition using the original SrAu-Si source.
lam108,814559975392149507,hydride,"H4Te, 200 GPa",H4Te,H4Te P6/mmm with H-sharing TeH12 polyhedra and quasimolecular H2 units,P6/mmm,191,200,0,,,,90,90,120,"proto-only: detailed structural information is in supplemental material, not LKM markdown; H-H ~0.85 A at 200 GPa",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814559975392149507.md:29-39,"H4Te crystallizes above 162 GPa in P6/mmm; at 200 GPa lambda=1.46, omega_log=929.1 K.",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam109,814565865667166209,hydride,"SnH4 C2/m, 500 GPa",SnH4,layered C2/m SnH4 high-pressure phase,C2/m,12,500,0,,,,90,,90,"target-pressure incomplete: paper gives C2/m coordinates at 400 GPa (a=4.746,b=2.656,c=6.580,beta=131.076); benchmark condition is 500 GPa",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814565865667166209.md:43-45,"C2/m becomes thermodynamically stable above 400 GPa; 500 GPa lambda=1.02, omega_log=1027 K.",medium,repo_current_structure_sg_mismatch:Cmcm->target C2/m|repo_structure_is_openlam_candidate_not_ground_truth,Start from the cited C2/m structure and relax at 500 GPa; do not use OpenLAM Cmcm as target.
lam110,814691620430544896,hydride,"BeH2 Cmcm 250 GPa, mu*=0.10",BeH2,orthorhombic Cmcm BeH2 metallic phase,Cmcm,63,250,0,1.796,5.503,2.840,90,90,90,"full: Be 4c (0,0.139,0.75), H1 4b (0,0.5,1), H2 4c (0,0.819,0.75)",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814691620430544896.md:128-265,Table I gives Cmcm BeH2 at 250 GPa with lattice and Wyckoff positions.,high,repo_current_structure_sg_mismatch:Ibam->target Cmcm|repo_structure_is_openlam_candidate_not_ground_truth,Build from Table I coordinates; verify QE conventional cell.
lam111,814691620430544896,hydride,"BeH2 P4/nmm 400 GPa, mu*=0.10",BeH2,tetragonal P4/nmm BeH2 metallic phase,P4/nmm,129,400,0,1.906,1.906,3.240,90,90,90,"full: Be 2c (0.5,0,0.707), H1 2a (0,0,0), H2 2c (0.5,0,0.327)",not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/814691620430544896.md:128-265,Table I gives P4/nmm BeH2 at 400 GPa with lattice and Wyckoff positions.,high,repo_current_structure_sg_mismatch:Ibam->target P4/nmm|repo_structure_is_openlam_candidate_not_ground_truth,Build from Table I coordinates; verify QE conventional cell.
lam112,867750354362564780,hydride,"Cmc2_1, 150 GPa, mu*=0.10 (Allen-Dynes)",CS2H10,host-guest CS2H10: CH4 inserted into Im-3m H3S-like host lattice,Cmc2_1,36,150,0,,,,,,,"proto-only: structure parameters listed in supplemental Table S1, not present in LKM markdown",not reported; no SOC target,CH4-intercalated H3S host-guest hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750354362564780.md:43-55,"Main text lists CS2H10 phases Cmc2_1, P3m1, P-3m1 and Pm; structural parameters are in supplement.",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam113,867750354362564780,hydride,"P-3m1, 100 GPa, mu*=0.10 (Allen-Dynes)",CS2H10,CS2H10 phase composed of CS2 pleated hexagonal framework and hydrogen atoms,P-3m1,164,100,0,,,,90,90,120,"proto-only: structure parameters listed in supplemental Table S1, not present in LKM markdown",not reported; no SOC target,CH4-intercalated H3S host-guest hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750354362564780.md:43-55,"Main text lists CS2H10 phases Cmc2_1, P3m1, P-3m1 and Pm; structural parameters are in supplement.",medium,condition_lacks_formula_repo_parser_misread_as_P|repo_current_structure_sg_mismatch:Cmce->target P-3m1|repo_structure_is_openlam_candidate_not_ground_truth,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam114,867750354362564780,hydride,"P3m1, 100 GPa, mu*=0.10 (Allen-Dynes)",CS2H10,host-guest CS2H10: CH4 + SH3 units; R3m-H3S-like arrangement,P3m1,156,100,0,,,,90,90,120,"proto-only: structure parameters listed in supplemental Table S1, not present in LKM markdown",not reported; no SOC target,CH4-intercalated H3S host-guest hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750354362564780.md:43-55,"Main text lists CS2H10 phases Cmc2_1, P3m1, P-3m1 and Pm; structural parameters are in supplement.",medium,condition_lacks_formula_repo_parser_misread_as_P3|repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam115,867750354362564780,hydride,"P3m1, 50 GPa, mu*=0.10 (Allen-Dynes)",CS2H10,host-guest CS2H10: CH4 + SH3 units; R3m-H3S-like arrangement,P3m1,156,50,0,,,,90,90,120,"proto-only: structure parameters listed in supplemental Table S1, not present in LKM markdown",not reported; no SOC target,CH4-intercalated H3S host-guest hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750354362564780.md:43-55,"Main text lists CS2H10 phases Cmc2_1, P3m1, P-3m1 and Pm; structural parameters are in supplement.",medium,condition_lacks_formula_repo_parser_misread_as_P3|repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam116,867750354362564780,hydride,"Pm, 200 GPa, mu*=0.10 (Allen-Dynes)",CS2H10,monoclinic host-guest CS2H10; CH4 inserted into H3S-like host lattice,Pm,6,200,0,,,,,,,"proto-only: structure parameters listed in supplemental Table S1, not present in LKM markdown",not reported; no SOC target,CH4-intercalated H3S host-guest hydride,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750354362564780.md:43-55,"Main text lists CS2H10 phases Cmc2_1, P3m1, P-3m1 and Pm; structural parameters are in supplement.",medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam117,867750520855462386,hydride,CaAlSi AF-like stacking,INVALID: condition CaAlSi AF-like; paper is XC6 carbon sodalite,no valid hydride target for this case_id as written,,,,,,,,,,,none: cited paper is sodalite carbon XC6 and does not describe CaAlSi hydride/stacking target,not applicable,,repo_reference+lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867750520855462386.md:1-21,Paper title/topic is superconductivity of carbon compounds with sodalite structure XC6; condition says CaAlSi.,low,condition_material_description_inconsistent|material_type_hydride_but_no_hydrogen|same_paper_id_condition_suspected_cross_family|repo_structure_absent,Remove from hydride set or repair condition/paper_id from the intended CaAlSi source.
lam118,867763770720518898,hydride,"C2/m KYH8, 200 GPa",KYH8,C2/m ternary hydride with H3 molecular-like units and Y-H chain motif,C2/m,12,200,0,,,,,,,proto-only: paper says detailed structure/lattice in supplementary Table S2; LKM markdown only gives bond distances at 300 GPa,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867763770720518898.md:47-50,KYH8 C2/m stable in high-pressure range; lambda=1.478.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam119,867763770720518898,hydride,"C2/m KYH8, 250 GPa",KYH8,C2/m ternary hydride with H3 molecular-like units and Y-H chain motif,C2/m,12,250,0,,,,,,,proto-only: paper says detailed structure/lattice in supplementary Table S2; LKM markdown only gives bond distances at 300 GPa,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867763770720518898.md:47-50,KYH8 C2/m stable in high-pressure range; lambda=1.214.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam120,867763770720518898,hydride,"C2/m KYH8, 300 GPa",KYH8,C2/m ternary hydride with H3 molecular-like units and Y-H chain motif,C2/m,12,300,0,,,,,,,proto-only: paper says detailed structure/lattice in supplementary Table S2; LKM markdown only gives bond distances at 300 GPa,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867763770720518898.md:47-50,KYH8 C2/m stable in high-pressure range; lambda=2.09; H-H distances H1-H2=0.921 A and H3-H5=0.819 A reported.,medium,repo_structure_absent,Use the cited target phase; obtain missing CIF/relax at target pressure before benchmark run.
lam121,867765680290660591,hydride,"C2/m-SnH12, 250 GPa",SnH12,C2/m SnH12 with H2 and linear H4 semi-molecules,C2/m,12,250,0,5.191,3.065,7.388,90,148.95,90,full: Table 1 gives Sn 2d and H1-H5 fractional coordinates,not reported; no SOC target,,lkm_graph+lkm_markdown,/private/tmp/dfpt_lkm_targets/markdown/867765680290660591.md:201-208,Table 1 gives C2/m-SnH12 lattice and fractional coordinates at 250 GPa.,high,repo_structure_absent,Build from Table 1 coordinates; verify monoclinic setting.
